// Database Design Final Exam - CSCI 5603
// 50 Multiple Choice Questions covering Lectures 1-10
// Save as CSV UTF-8 encoded

Option,100,Modify the structure of an existing table,,Correct! ALTER TABLE changes table definitions.
Option,0,Insert new rows into a table,,That is INSERT not ALTER TABLE.
Option,0,Update existing data in a table,,That is UPDATE not ALTER TABLE.
Option,0,Delete a table from the database,,That is DROP TABLE not ALTER TABLE.
Hint,ALTER means to CHANGE - you're changing the table's structure not its data.,,
Feedback,ALTER TABLE modifies table structure: ADD COLUMN; DROP COLUMN; MODIFY COLUMN; ADD/DROP CONSTRAINT. It's DDL not DML. Use for schema changes after table creation.,,

NewQuestion,MC,,,
ID,CSCI5603-041,,,
Title,Query Optimization Tool,,,
QuestionText,Which PostgreSQL command shows the query execution plan and performance metrics?,,,
Points,2,,,
Difficulty,3,,,
Option,0,DESCRIBE,,DESCRIBE shows table structure not query plans.
Option,0,SHOW PLAN,,This is not a valid PostgreSQL command.
Option,100,EXPLAIN ANALYZE,,Correct! EXPLAIN ANALYZE runs the query and shows the execution plan with actual timings.
Option,0,PROFILE,,This is a MySQL command not PostgreSQL.
Hint,You want to EXPLAIN how the query works and ANALYZE its performance.,,
Feedback,EXPLAIN shows the planned execution. EXPLAIN ANALYZE actually executes and shows real performance metrics (timing rows processed). Use to identify slow operations and optimize queries with indexes.,,

NewQuestion,MC,,,
ID,CSCI5603-042,,,
Title,Correlated Subquery,,,
QuestionText,What makes a subquery 'correlated'?,,,
Points,2,,,
Difficulty,4,,,
Option,100,It references columns from the outer query,,Correct! Correlated subqueries depend on the outer query.
Option,0,It returns multiple rows,,This describes a multi-row subquery not specifically correlated.
Option,0,It uses JOIN operations,,Subqueries can use JOINs but that doesn't make them correlated.
Option,0,It appears in the FROM clause,,Subqueries can appear in FROM but that doesn't make them correlated.
Hint,The inner query is CORRELATED with (depends on) values from the outer query.,,
Feedback,Correlated subquery references outer query columns. Executes once per outer row (can be slow). Example: finding employees earning more than their department average. Non-correlated subqueries execute once independently.,,

NewQuestion,MC,,,
ID,CSCI5603-043,,,
Title,LIKE Escape Character,,,
QuestionText,How do you search for a literal percent sign (%) using the LIKE operator?,,,
Points,2,,,
Difficulty,4,,,
Option,100,Use an escape character like ESCAPE '\' and search for '\%',,Correct! Escape characters let you search for wildcard characters literally.
Option,0,Use double percent signs (%%),,This doesn't work in SQL.
Option,0,Use CONTAINS instead of LIKE,,CONTAINS is for full-text search not pattern matching.
Option,0,It's not possible to search for literal wildcards,,It is possible using escape characters.
Hint,You need to 'escape' the special meaning of % so it's treated as a regular character.,,
Feedback,Use ESCAPE clause: WHERE description LIKE '%\%%' ESCAPE '\' searches for literal %. The backslash escapes the special meaning. Can also escape underscore: '\_' to find literal underscore.,,

NewQuestion,MC,,,
ID,CSCI5603-044,,,
Title,Transaction Isolation,,,
QuestionText,What does transaction isolation prevent?,,,
Points,2,,,
Difficulty,4,,,
Option,100,Interference between concurrent transactions,,Correct! Isolation ensures transactions don't affect each other.
Option,0,Data from being permanently stored,,Durability ensures permanent storage not isolation.
Option,0,Transactions from being partially completed,,Atomicity prevents partial completion not isolation.
Option,0,Invalid data from being entered,,Consistency and constraints prevent invalid data not isolation.
Hint,The 'I' in ACID - transactions are ISOLATED from each other.,,
Feedback,Isolation prevents: dirty reads (reading uncommitted data); non-repeatable reads (data changes during transaction); phantom reads (new rows appear). Levels: Read Uncommitted; Read Committed; Repeatable Read; Serializable.,,

NewQuestion,MC,,,
ID,CSCI5603-045,,,
Title,Stored Procedure Benefits,,,
QuestionText,What is a key benefit of using stored procedures?,,,
Points,2,,,
Difficulty,3,,,
Option,100,Precompiled code that improves performance and reduces network traffic,,Correct! Stored procedures are compiled once and reduce client-server communication.
Option,0,They can be used in SELECT statements like functions,,Functions can be used in SELECT; procedures cannot.
Option,0,They always return a value,,Procedures may not return values; functions must.
Option,0,They cannot modify data,,Procedures CAN modify data.
Hint,Stored procedures live on the database server and execute there - think about network benefits.,,
Feedback,Stored procedure benefits: precompiled (faster execution); reduce network traffic (send procedure name not full SQL); centralize business logic; improve security (grant EXECUTE not direct table access); support complex operations.,,

NewQuestion,MC,,,
ID,CSCI5603-046,,,
Title,Database Schema Definition,,,
QuestionText,What is a database schema?,,,
Points,2,,,
Difficulty,2,,,
Option,100,The structure and organization of the database including tables and relationships,,Correct! Schema defines the blueprint of the database.
Option,0,The actual data stored in the database,,Data is separate from schema; schema is the structure.
Option,0,A backup copy of the database,,Backups are copies; schema is the structure definition.
Option,0,The permissions assigned to users,,Permissions are security; schema is structure.
Hint,Think of schema as the architectural blueprint - it shows the structure but not the contents.,,
Feedback,Schema = database structure definition (tables columns data types constraints relationships). Data = actual values stored. Schema is defined by DDL (CREATE ALTER DROP). Multiple schemas can exist in one database.,,

NewQuestion,MC,,,
ID,CSCI5603-047,,,
Title,Projection Operation,,,
QuestionText,What does the projection operation do in relational algebra?,,,
Points,2,,,
Difficulty,3,,,
Option,0,Selects specific rows based on a condition,,That describes selection (σ) not projection.
Option,100,Selects specific columns and removes duplicates,,Correct! Projection (π) creates a vertical subset of columns.
Option,0,Combines two relations,,That describes join or union not projection.
Option,0,Renames attributes in a relation,,That describes a rename operation not projection.
Hint,Think of projecting a 3D object onto a 2D surface - you're showing only certain dimensions.,,
Feedback,Projection (π) selects columns (vertical subset) and removes duplicates. Example: π<sub>title genre</sub>(Movies) shows only title and genre columns. Selection (σ) selects rows (horizontal subset).,,

NewQuestion,MC,,,
ID,CSCI5603-048,,,
Title,ANY vs ALL Operators,,,
QuestionText,What is the difference between ANY and ALL operators in SQL subqueries?,,,
Points,2,,,
Difficulty,4,,,
Option,100,ANY requires condition to be true for at least one value; ALL requires it for every value,,Correct! ANY = exists one; ALL = for all.
Option,0,ANY is faster than ALL,,Performance is not the distinguishing factor.
Option,0,ANY returns multiple rows; ALL returns one row,,Both are comparison operators; they don't return rows.
Option,0,There is no difference; they are synonyms,,They have opposite meanings.
Hint,ANY = at least one match. ALL = every single one matches.,,
Feedback,ANY (or SOME) = condition true for at least one value in subquery. ALL = condition true for every value. Example: salary > ALL (subquery) means greater than the maximum. salary > ANY (subquery) means greater than the minimum.,,

NewQuestion,MC,,,
ID,CSCI5603-049,,,
Title,Denormalization Purpose,,,
QuestionText,Why might you intentionally denormalize a database?,,,
Points,2,,,
Difficulty,4,,,
Option,100,To improve query performance by reducing joins,,Correct! Denormalization trades redundancy for speed.
Option,0,To eliminate all redundancy,,Normalization eliminates redundancy; denormalization adds it back.
Option,0,To follow best practices,,Best practice is normalization; denormalization is a strategic exception.
Option,0,To reduce storage space,,Denormalization increases storage due to redundancy.
Hint,Sometimes breaking normalization rules can make queries faster - but at what cost?,,
Feedback,Denormalization intentionally adds redundancy to improve read performance. Tradeoff: faster SELECT queries but slower INSERT/UPDATE/DELETE and potential inconsistency. Use when read performance is critical (reporting data warehouses).,,

NewQuestion,MC,,,
ID,CSCI5603-050,,,
Title,Composite Key,,,
QuestionText,What is a composite key?,,,
Points,2,,,
Difficulty,3,,,
Option,100,A primary key consisting of two or more columns,,Correct! Composite keys use multiple columns for unique identification.
Option,0,A foreign key that references multiple tables,,Foreign keys reference one table; this doesn't define composite key.
Option,0,A key that combines primary and foreign key constraints,,Keys are either primary or foreign not both.
Option,0,An automatically generated numeric key,,That describes a surrogate key not composite key.
Hint,COMPOSITE means made up of multiple parts - multiple COLUMNS together form the key.,,
Feedback,Composite (or compound) key uses multiple columns to uniquely identify tuples. Example: Rentals table might use (member_id movie_id rental_date) as composite primary key. Common in junction/bridge tables for many-to-many relationships.,,
